sample_id,subject_id,source,activity,original_label,canonical_label,sampling_rate_hz,window_seconds,peak_g_force,peak_accel_ms2,peak_jerk_gs,accel_variance,gyro_variance,sma,stabilization_seconds,impact_flag,split_method,split
uci_test_00708,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.556,15.2595,15.2359,0.06461,0.046448,12.5924,0.32,0.0,subject_level_split,train
uci_test_00713,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.5171,14.8781,13.2834,0.05224,0.054781,12.7848,1.22,0.0,subject_level_split,train
uci_test_00714,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.4864,14.5763,11.2893,0.050203,0.056217,12.6217,1.12,0.0,subject_level_split,train
uci_test_00716,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,1.908,18.7115,16.2784,0.106259,0.035776,11.9476,0.42,0.0,subject_level_split,train
uci_test_00717,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,1.908,18.7115,19.8541,0.140169,0.083745,12.4783,1.32,0.0,subject_level_split,train
uci_test_00726,uci_subj_09,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.3707,13.4418,10.4345,0.015398,0.035352,13.0496,0.62,0.0,subject_level_split,train
uci_test_00737,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.0881,20.4771,27.5179,0.16585,0.16761,12.5545,1.42,0.0,subject_level_split,train
uci_test_00743,uci_subj_09,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.4934,14.6448,12.7725,0.03137,0.044147,12.7333,0.54,0.0,subject_level_split,train
uci_test_00745,uci_subj_09,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.6137,15.8255,17.2951,0.03823,0.097684,13.3469,1.8,0.0,subject_level_split,train
uci_test_00747,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,1.8987,18.6196,21.7753,0.127498,0.180224,11.3895,0.38,0.0,subject_level_split,train
uci_test_00751,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.2097,21.6694,30.069,0.1919,0.22212,12.8598,1.0,0.0,subject_level_split,train
uci_test_00752,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.1859,21.4367,30.069,0.159094,0.151629,12.6049,1.5,0.0,subject_level_split,train
uci_test_00754,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.1039,20.6327,31.611,0.211576,0.120604,12.1602,0.44,0.0,subject_level_split,train
uci_test_00760,uci_subj_09,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.6435,16.1173,15.0793,0.037136,0.061579,13.1449,1.3,0.0,subject_level_split,train
uci_test_00763,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.1797,11.5687,5.3363,0.002452,0.041626,12.5006,1.78,0.0,subject_level_split,train
uci_test_00764,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0866,10.6562,2.2661,0.000628,0.009612,11.7848,1.58,0.0,subject_level_split,train
uci_test_00765,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0529,10.3252,0.9993,0.000114,0.003858,11.6925,2.28,0.0,subject_level_split,train
uci_test_00767,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0364,10.1633,0.4721,1.7e-05,0.001742,11.4092,0.28,0.0,subject_level_split,train
uci_test_00769,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0365,10.1642,0.5719,1.5e-05,0.000503,11.5095,2.42,0.0,subject_level_split,train
uci_test_00774,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0881,10.6709,2.4965,0.000516,0.038426,11.5586,2.5,0.0,subject_level_split,train
uci_test_00777,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0413,10.2113,0.9248,3.6e-05,0.00082,11.4692,2.5,0.0,subject_level_split,train
uci_test_00780,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0897,10.6864,2.2979,0.000402,0.003377,11.6363,0.54,0.0,subject_level_split,train
uci_test_00784,uci_subj_09,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0355,10.1547,0.3365,7e-06,8.2e-05,11.7248,1.26,0.0,subject_level_split,train
uci_test_00790,uci_subj_09,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0788,10.5797,1.7552,0.000251,0.028613,13.3509,1.94,0.0,subject_level_split,train
uci_test_00791,uci_subj_09,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0979,10.7666,2.3761,0.000324,0.055075,14.2066,0.4,0.0,subject_level_split,train
uci_test_00796,uci_subj_09,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0471,10.2686,1.0096,5.5e-05,0.003317,16.9999,1.38,0.0,subject_level_split,train
uci_test_00807,uci_subj_09,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.107,10.8555,2.5051,0.000574,0.003745,11.3009,1.72,0.0,subject_level_split,train
uci_test_00813,uci_subj_09,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0162,9.9659,0.7209,4.1e-05,0.000852,13.4065,1.2,0.0,subject_level_split,train
uci_test_00819,uci_subj_09,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0629,10.4234,2.3483,0.000209,0.000953,13.1451,1.96,0.0,subject_level_split,train
uci_test_00822,uci_subj_09,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0146,9.9502,0.5626,4.2e-05,0.013934,13.0229,0.02,0.0,subject_level_split,train
uci_test_00833,uci_subj_09,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0103,9.9081,0.6002,2.5e-05,0.000407,12.6941,0.66,0.0,subject_level_split,train
uci_test_00834,uci_subj_09,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0305,10.1058,1.013,5.7e-05,0.002023,12.6701,0.44,0.0,subject_level_split,train
uci_test_00841,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6065,15.7542,16.0723,0.06925,0.082209,13.2918,1.74,0.0,subject_level_split,train
uci_test_00846,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6513,16.1939,16.7581,0.07814,0.08625,13.2225,1.16,0.0,subject_level_split,train
uci_test_00848,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.5932,15.6238,16.572,0.071197,0.072623,13.0748,0.42,0.0,subject_level_split,train
uci_test_00849,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.5932,15.6238,14.5315,0.066297,0.069174,13.4051,1.36,0.0,subject_level_split,train
uci_test_00852,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.5414,15.1158,13.4997,0.075322,0.064173,12.9285,0.32,0.0,subject_level_split,train
uci_test_00858,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6788,16.4633,19.1768,0.079971,0.115164,13.2206,0.34,0.0,subject_level_split,train
uci_test_00859,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6788,16.4633,19.1768,0.076323,0.092439,13.2316,1.2,0.0,subject_level_split,train
uci_test_00862,uci_subj_09,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.8856,18.491,18.2271,0.081919,0.107275,13.4109,0.14,0.0,subject_level_split,train
uci_test_00864,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.0222,19.8307,23.1692,0.177645,0.108212,12.8957,1.44,0.0,subject_level_split,train
uci_test_00865,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.1964,21.5398,23.5316,0.16353,0.122051,12.4332,0.72,0.0,subject_level_split,train
uci_test_00869,uci_subj_09,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.1742,21.3221,25.2808,0.217585,0.126392,12.8452,0.0,0.0,subject_level_split,train
uci_test_00887,uci_subj_09,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.5814,15.5084,15.2975,0.057124,0.083795,14.1305,1.34,0.0,subject_level_split,train
uci_test_00897,uci_subj_09,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.6233,15.9191,11.6624,0.060523,0.101622,14.1579,0.76,0.0,subject_level_split,train
uci_test_00918,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.054,10.3358,1.0995,2.3e-05,0.000411,12.4759,1.74,0.0,subject_level_split,val
uci_test_00920,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0464,10.2612,0.494,1e-05,0.000504,12.3879,2.14,0.0,subject_level_split,val
uci_test_00923,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0559,10.3545,0.4484,1.8e-05,0.000464,12.4977,2.04,0.0,subject_level_split,val
uci_test_00929,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.1112,10.8973,2.652,0.000176,0.002983,12.3424,1.04,0.0,subject_level_split,val
uci_test_00932,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0038,9.8435,0.2488,7e-06,0.001883,15.5659,1.68,0.0,subject_level_split,val
uci_test_00941,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0002,9.8082,0.2525,5e-06,1.1e-05,15.5726,1.26,0.0,subject_level_split,val
uci_test_00942,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0784,10.5755,3.7225,0.000228,0.022556,13.4466,1.36,0.0,subject_level_split,val
uci_test_00943,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0533,10.329,1.0682,2.6e-05,0.006147,13.3957,2.5,0.0,subject_level_split,val
uci_test_00945,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0187,9.9898,0.2341,5e-06,0.000173,13.4926,0.62,0.0,subject_level_split,val
uci_test_00947,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0175,9.9787,0.2782,5e-06,5.7e-05,13.4879,0.88,0.0,subject_level_split,val
uci_test_00949,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0192,9.9951,0.2145,4e-06,2.5e-05,13.4862,1.02,0.0,subject_level_split,val
uci_test_00950,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0192,9.9951,0.2151,5e-06,5e-06,13.4871,2.3,0.0,subject_level_split,val
uci_test_00961,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0078,9.8828,0.303,7e-06,3.3e-05,12.6118,1.52,0.0,subject_level_split,val
uci_test_00964,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0084,9.8888,0.2464,6e-06,3.1e-05,12.5795,0.32,0.0,subject_level_split,val
uci_test_00966,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0114,9.9182,0.3331,6e-06,4.4e-05,12.583,0.16,0.0,subject_level_split,val
uci_test_00972,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.071,10.503,2.7014,0.000115,0.002193,12.8779,2.0,0.0,subject_level_split,val
uci_test_00978,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0394,10.1932,1.0168,3.8e-05,0.000183,12.7583,2.34,0.0,subject_level_split,val
uci_test_00979,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0306,10.1067,0.6482,2.3e-05,5.9e-05,12.7348,0.34,0.0,subject_level_split,val
uci_test_00984,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0657,10.4513,2.1389,0.000142,0.006753,12.6859,0.02,0.0,subject_level_split,val
uci_test_00989,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.7174,16.8417,23.8738,0.066025,0.134397,12.6524,0.44,0.0,subject_level_split,val
uci_test_00990,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.7174,16.8417,23.689,0.059646,0.119351,12.9141,1.3,0.0,subject_level_split,val
uci_test_00991,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6243,15.9289,26.8676,0.065401,0.110677,12.9999,0.6,0.0,subject_level_split,val
uci_test_00992,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.784,17.4948,30.2574,0.070977,0.111275,12.7,0.76,0.0,subject_level_split,val
uci_test_00995,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.8067,17.7174,22.8463,0.070504,0.110443,12.7492,1.08,0.0,subject_level_split,val
uci_test_00997,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.7297,16.9623,24.6733,0.055217,0.114828,12.8624,0.44,0.0,subject_level_split,val
uci_test_01002,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.7859,17.5141,33.5164,0.075363,0.108274,12.8507,1.92,0.0,subject_level_split,val
uci_test_01015,uci_subj_10,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.1611,21.1931,30.9641,0.238772,0.286493,13.3047,1.6,0.0,subject_level_split,val
uci_test_01019,uci_subj_10,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,1.9852,19.4678,22.5489,0.170933,0.105366,13.0326,1.14,0.0,subject_level_split,val
uci_test_01021,uci_subj_10,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,1.9773,19.3904,27.1306,0.189341,0.2095,12.8148,0.16,0.0,subject_level_split,val
uci_test_01023,uci_subj_10,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,1.9847,19.4636,27.6015,0.199022,0.120072,12.7108,1.18,0.0,subject_level_split,val
uci_test_01031,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.8662,18.3008,27.3026,0.136129,0.185394,13.3859,0.7,0.0,subject_level_split,val
uci_test_01033,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.9579,19.2007,25.3249,0.13308,0.424939,13.6797,1.08,0.0,subject_level_split,val
uci_test_01042,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.74,17.0638,25.7182,0.062205,0.166509,13.2338,0.2,0.0,subject_level_split,val
uci_test_01045,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.6934,16.6066,19.8819,0.079968,0.234696,13.5511,1.34,0.0,subject_level_split,val
uci_test_01053,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.6828,16.5031,16.2901,0.054589,0.342174,12.8075,1.6,0.0,subject_level_split,val
uci_test_01054,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0797,10.5886,4.5201,0.000349,0.015641,11.6869,1.78,0.0,subject_level_split,val
uci_test_01058,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0369,10.1682,0.6874,1.5e-05,0.001298,11.6723,2.38,0.0,subject_level_split,val
uci_test_01059,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0631,10.4251,1.941,0.000195,0.010308,12.0185,0.44,0.0,subject_level_split,val
uci_test_01067,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0328,10.1279,0.6948,2e-05,0.002372,12.0061,0.54,0.0,subject_level_split,val
uci_test_01068,uci_subj_10,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0328,10.1279,0.6948,1.7e-05,0.002221,11.8863,1.82,0.0,subject_level_split,val
uci_test_01078,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0425,10.2236,0.2749,6e-06,0.000576,16.5116,1.68,0.0,subject_level_split,val
uci_test_01079,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0422,10.2209,0.336,6e-06,3e-05,16.5202,0.44,0.0,subject_level_split,val
uci_test_01083,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0425,10.2235,0.3203,8e-06,6e-06,16.5267,0.26,0.0,subject_level_split,val
uci_test_01089,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0444,10.2424,0.3393,1e-05,2e-05,16.5206,0.24,0.0,subject_level_split,val
uci_test_01094,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0467,10.2643,0.6081,3.9e-05,0.004443,11.8905,0.46,0.0,subject_level_split,val
uci_test_01095,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0467,10.2643,0.6081,3.4e-05,0.000835,11.9718,1.74,0.0,subject_level_split,val
uci_test_01101,uci_subj_10,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0425,10.2238,0.3228,1e-05,5.5e-05,12.0168,1.4,0.0,subject_level_split,val
uci_test_01106,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0361,10.1602,0.7394,4.9e-05,0.007521,13.7592,0.7,0.0,subject_level_split,val
uci_test_01107,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0361,10.1602,0.774,4.8e-05,0.003418,13.7073,1.98,0.0,subject_level_split,val
uci_test_01110,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0323,10.1236,0.5051,1.3e-05,0.000281,13.6495,0.88,0.0,subject_level_split,val
uci_test_01121,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0688,10.4813,2.0825,6.7e-05,0.000568,12.9199,1.62,0.0,subject_level_split,val
uci_test_01122,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0297,10.0982,0.3809,1.3e-05,0.000262,12.9186,1.78,0.0,subject_level_split,val
uci_test_01127,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0351,10.1513,0.8553,4e-05,0.000353,12.8856,0.06,0.0,subject_level_split,val
uci_test_01128,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0351,10.1513,0.8553,5e-05,0.000487,12.8203,1.34,0.0,subject_level_split,val
uci_test_01131,uci_subj_10,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0315,10.116,0.5412,2.4e-05,0.000278,12.834,0.26,0.0,subject_level_split,val
uci_test_01133,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.5758,15.4537,26.5273,0.06571,0.097019,12.533,0.04,0.0,subject_level_split,val
uci_test_01134,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6658,16.3361,26.8241,0.06912,0.114548,12.1166,0.18,0.0,subject_level_split,val
uci_test_01135,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6658,16.3361,26.8241,0.065009,0.094848,11.8251,1.2,0.0,subject_level_split,val
uci_test_01136,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.5564,15.2634,30.4338,0.062109,0.069633,11.8157,0.5,0.0,subject_level_split,val
uci_test_01137,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6924,16.5967,30.4338,0.076095,0.09116,11.9581,0.52,0.0,subject_level_split,val
uci_test_01139,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.7491,17.1526,25.5208,0.092039,0.089774,12.3928,0.28,0.0,subject_level_split,val
uci_test_01141,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.8117,17.7664,25.8759,0.081259,0.0747,11.8056,0.3,0.0,subject_level_split,val
uci_test_01144,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.8027,17.678,30.6027,0.086195,0.101584,12.2104,1.48,0.0,subject_level_split,val
uci_test_01152,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.9944,19.5585,36.5025,0.116541,0.073775,12.2509,1.66,0.0,subject_level_split,val
uci_test_01153,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.7239,16.9058,36.5025,0.099567,0.085068,11.8244,0.28,0.0,subject_level_split,val
uci_test_01154,uci_subj_10,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.7778,17.4338,30.7255,0.092685,0.111038,11.864,0.44,0.0,subject_level_split,val
uci_test_01165,uci_subj_10,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.1162,20.7529,34.8936,0.196708,0.182352,12.8026,1.22,0.0,subject_level_split,val
uci_test_01171,uci_subj_10,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.0231,19.8396,26.7263,0.172936,0.145334,12.1216,1.02,0.0,subject_level_split,val
uci_test_01173,uci_subj_10,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,2.0966,20.5611,31.621,0.193104,0.143093,12.1381,0.34,0.0,subject_level_split,val
uci_test_01183,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.6282,15.9671,16.1378,0.089444,0.20395,12.931,1.24,0.0,subject_level_split,val
uci_test_01186,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.7295,16.9608,26.3054,0.07511,0.149109,12.8192,0.88,0.0,subject_level_split,val
uci_test_01188,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.6058,15.748,19.2261,0.057932,0.39,12.8747,1.24,0.0,subject_level_split,val
uci_test_01192,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.8799,18.436,29.7815,0.073074,0.144573,13.1275,1.4,0.0,subject_level_split,val
uci_test_01193,uci_subj_10,UCI_HAR,WALKING_UPSTAIRS,WALKING_UPSTAIRS,normal_activity,50.0,2.5,1.8518,18.16,25.1403,0.082828,0.134282,13.051,0.7,0.0,subject_level_split,val
uci_test_01208,uci_subj_12,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0392,10.1912,0.3994,7e-06,8.8e-05,11.8454,0.08,0.0,subject_level_split,train
uci_test_01209,uci_subj_12,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0404,10.2031,0.3994,1.2e-05,7.4e-05,11.9123,1.18,0.0,subject_level_split,train
uci_test_01211,uci_subj_12,UCI_HAR,STANDING,STANDING,normal_activity,50.0,2.5,1.0381,10.1803,0.2395,5e-06,0.000314,11.9837,0.42,0.0,subject_level_split,train
uci_test_01230,uci_subj_12,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0164,9.9676,0.3894,8e-06,0.000885,15.2806,2.0,0.0,subject_level_split,train
uci_test_01235,uci_subj_12,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0206,10.0089,0.4593,1.5e-05,0.000232,15.4227,1.92,0.0,subject_level_split,train
uci_test_01247,uci_subj_12,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0397,10.1958,0.4854,1.1e-05,0.000132,10.6297,0.32,0.0,subject_level_split,train
uci_test_01248,uci_subj_12,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0397,10.1958,0.4854,1.3e-05,9.9e-05,10.5898,1.6,0.0,subject_level_split,train
uci_test_01250,uci_subj_12,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0494,10.2912,0.9491,5.5e-05,0.00088,10.6771,1.3,0.0,subject_level_split,train
uci_test_01254,uci_subj_12,UCI_HAR,SITTING,SITTING,normal_activity,50.0,2.5,1.0849,10.6392,2.0839,0.000136,0.002245,11.0109,1.4,0.0,subject_level_split,train
uci_test_01256,uci_subj_12,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0596,10.3909,2.9255,0.000544,0.009656,14.7027,2.22,0.0,subject_level_split,train
uci_test_01265,uci_subj_12,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.038,10.1795,1.6639,0.000194,0.002346,14.4361,1.02,0.0,subject_level_split,train
uci_test_01270,uci_subj_12,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0437,10.2355,1.4635,9.4e-05,0.012945,14.0872,2.5,0.0,subject_level_split,train
uci_test_01274,uci_subj_12,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0178,9.9812,0.465,1.8e-05,0.000266,14.1696,2.3,0.0,subject_level_split,train
uci_test_01276,uci_subj_12,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0146,9.9497,0.4168,2.1e-05,0.000267,14.0121,1.14,0.0,subject_level_split,train
uci_test_01279,uci_subj_12,UCI_HAR,LAYING,LAYING,normal_activity,50.0,2.5,1.0131,9.9355,0.4584,1.6e-05,0.000108,14.0098,0.6,0.0,subject_level_split,train
uci_test_01296,uci_subj_12,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6024,15.7146,27.5012,0.055505,0.076607,12.2044,0.7,0.0,subject_level_split,train
uci_test_01297,uci_subj_12,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.6567,16.2463,21.6359,0.060295,0.082502,12.4087,0.8,0.0,subject_level_split,train
uci_test_01306,uci_subj_12,UCI_HAR,WALKING,WALKING,normal_activity,50.0,2.5,1.8192,17.8404,21.7988,0.081437,0.08496,12.3442,0.82,0.0,subject_level_split,train
uci_test_01311,uci_subj_12,UCI_HAR,WALKING_DOWNSTAIRS,WALKING_DOWNSTAIRS,normal_activity,50.0,2.5,1.9334,18.9601,32.0526,0.107773,0.072961,11.9532,1.66,0.0,subject_level_split,train
